"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180113103115_InitialCreate.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180113103115_InitialCreate.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180113103115_InitialCreate.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180114011434_AddJobParams.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180114011434_AddJobParams.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180114011434_AddJobParams.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180219212443_TargetRegions.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180219212443_TargetRegions.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180219212443_TargetRegions.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180303234131_CutsiteIndex.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180303234131_CutsiteIndex.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180303234131_CutsiteIndex.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180311074935_Assemblies.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180311074935_Assemblies.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180311074935_Assemblies.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180724232226_JobTolerances.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180724232226_JobTolerances.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20180724232226_JobTolerances.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210624135452_RemoveHighestTemp.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210624135452_RemoveHighestTemp.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210624135452_RemoveHighestTemp.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210728205112_AddTargetTemp.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210728205112_AddTargetTemp.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210728205112_AddTargetTemp.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210828173035_AddSubstrateSequence.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210828173035_AddSubstrateSequence.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210828173035_AddSubstrateSequence.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210906162920_AddIdealStructure.Designer.cs","42","21","44","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210906162920_AddIdealStructure.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/NpgsqlMigrations/20210906162920_AddIdealStructure.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180113103131_InitialCreate.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180113103131_InitialCreate.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180113103131_InitialCreate.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180114011729_AddJobParams.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180114011729_AddJobParams.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180114011729_AddJobParams.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180219212248_TargetRegions.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180219212248_TargetRegions.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180219212248_TargetRegions.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180311063651_CutsiteIndex.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180311063651_CutsiteIndex.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180311063651_CutsiteIndex.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180311064649_Assemblies.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180311064649_Assemblies.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180311064649_Assemblies.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180724233305_JobTolerances.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180724233305_JobTolerances.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20180724233305_JobTolerances.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210624143946_RemoveHighestTemp.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210624143946_RemoveHighestTemp.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210624143946_RemoveHighestTemp.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210728205152_AddTargetTemp.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210728205152_AddTargetTemp.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210728205152_AddTargetTemp.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210828173240_AddSubstrateSequence.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210828173240_AddSubstrateSequence.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210828173240_AddSubstrateSequence.Designer.cs","176","21","178","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210906163007_AddIdealStructure.Designer.cs","41","21","43","49"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210906163007_AddIdealStructure.Designer.cs","173","21","174","46"
"Call to obsolete method","Calls to methods marked as [Obsolete] should be replaced because the method is no longer maintained and may be removed in the future.","warning","Call to obsolete method [[""HasName""|""file:///home/thomas/.nuget/packages/microsoft.entityframeworkcore.relational/8.0.0/lib/net8.0/Microsoft.EntityFrameworkCore.Relational.dll:0:0:0:0""]].","/Ribosoft/Data/Migrations/SqlServerMigrations/20210906163007_AddIdealStructure.Designer.cs","176","21","178","49"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/NCBIDatasetsHttpClient.cs","91","27","91","84"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/NCBIDatasetsHttpClient.cs","145","27","145","84"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/OrganelleService.cs","119","31","119","88"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/OrganelleService.cs","276","31","276","88"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/ProteinService.cs","119","31","119","88"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/TaxonomyService.cs","121","31","121","88"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/TaxonomyService.cs","231","31","231","88"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/TaxonomyService.cs","341","31","341","88"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/TaxonomyService.cs","424","31","424","88"
"Missing Dispose call on local IDisposable","Methods that create objects of type 'IDisposable' should call 'Dispose' on those objects, otherwise unmanaged resources may not be released.","warning","Disposable 'StringContent' is created but not disposed.","/NCBI.Datasets.API/Services/TaxonomyService.cs","517","31","517","88"
